,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit
3394,2011-08-11 08:00:00,Fall,0.0,1.0,Clear,,45.0,11.0014,29,361,390,2050.928767123288
3395,2011-08-11 09:00:00,Fall,0.0,1.0,Clear,29.52,39.0,,31,166,197,1246.8287671232877
3396,2011-08-11 10:00:00,Fall,0.0,1.0,,30.34,37.0,16.9979,36,96,132,1031.8287671232877
3397,2011-08-11 11:00:00,Fall,0.0,1.0,Clear,31.16,35.0,16.9979,59,128,187,1565.0287671232877
3398,2011-08-11 12:00:00,Fall,0.0,1.0,Clear,31.98,31.0,,50,164,214,1565.0287671232877
3399,2011-08-11 13:00:00,Fall,0.0,1.0,Clear,31.16,31.0,,51,166,217,1590.8287671232877
3400,2011-08-11 14:00:00,Fall,0.0,1.0,,32.8,29.0,0.0,39,103,142,1113.5287671232877
3401,2011-08-11 15:00:00,Fall,0.0,,Clear,32.8,,19.9995,52,126,178,1436.0287671232877
3402,2011-08-11 16:00:00,Fall,0.0,1.0,Clear,32.8,,12.998,57,241,298,2016.5287671232877
3403,2011-08-11 17:00:00,Fall,,1.0,Clear,32.8,29.0,,96,486,582,3740.828767123288
3404,2011-08-11 18:00:00,Fall,0.0,1.0,Clear,31.98,29.0,6.0032,74,497,571,3409.728767123288
3405,2011-08-11 19:00:00,Fall,0.0,1.0,Clear,30.34,35.0,,48,323,371,2214.328767123288
3406,2011-08-11 20:00:00,Fall,0.0,1.0,Clear,29.52,37.0,8.9981,56,232,288,1960.6287671232876
3407,2011-08-11 21:00:00,,0.0,1.0,Clear,28.7,48.0,,35,171,206,1337.1287671232876
3408,2011-08-11 22:00:00,Fall,,1.0,Clear,28.7,48.0,0.0,34,123,157,1113.5287671232877
3409,2011-08-11 23:00:00,Fall,,1.0,Clear,,50.0,11.0014,22,105,127,829.7287671232876
3410,2011-08-12 00:00:00,Fall,0.0,1.0,,26.24,53.0,11.0014,12,53,65,434.1287671232877
3411,2011-08-12 01:00:00,Fall,0.0,1.0,Clear,,53.0,8.9981,4,19,23,150.32876712328766
3412,2011-08-12 02:00:00,Fall,0.0,1.0,Clear,25.42,,12.998,0,15,15,64.32876712328768
3413,2011-08-12 03:00:00,Fall,0.0,1.0,Clear,25.42,,11.0014,0,9,9,38.52876712328767
3414,2011-08-12 04:00:00,Fall,0.0,1.0,Clear,,53.0,,0,5,5,21.328767123287673
3415,2011-08-12 05:00:00,Fall,0.0,1.0,Clear,,,,2,24,26,137.42876712328766
3416,2011-08-12 06:00:00,Fall,0.0,1.0,,,,8.9981,3,73,76,365.32876712328766
3417,2011-08-12 07:00:00,Fall,0.0,1.0,Clear,26.24,,,17,247,264,1354.3287671232877
3418,2011-08-12 08:00:00,Fall,0.0,1.0,Clear,27.88,,15.0013,29,397,426,2205.728767123288
3419,2011-08-12 09:00:00,Fall,0.0,1.0,Clear,29.52,34.0,8.9981,27,178,205,1229.6287671232876
3420,2011-08-12 10:00:00,Fall,0.0,,Clear,30.34,33.0,,44,86,130,1126.4287671232876
3421,2011-08-12 11:00:00,Fall,0.0,1.0,Clear,,29.0,0.0,48,108,156,1289.8287671232877
3422,2011-08-12 12:00:00,Fall,0.0,1.0,Clear,32.8,27.0,0.0,55,167,222,1663.9287671232876
3423,2011-08-12 13:00:00,Fall,0.0,,Clear,,29.0,6.0032,74,179,253,2042.3287671232877
3424,2011-08-12 14:00:00,Fall,,1.0,Clear,,,12.998,51,135,186,1457.5287671232877
3425,2011-08-12 15:00:00,Fall,0.0,1.0,Clear,,29.0,11.0014,59,190,249,1831.6287671232876
3426,2011-08-12 16:00:00,Fall,0.0,,Clear,33.62,28.0,0.0,68,266,334,2313.228767123288
3427,2011-08-12 17:00:00,Fall,,1.0,,,26.0,,93,423,516,3418.328767123288
3428,2011-08-12 18:00:00,Fall,0.0,1.0,Clear,31.16,40.0,,89,376,465,3147.428767123288
3429,2011-08-12 19:00:00,Fall,0.0,,Clear,30.34,42.0,15.0013,101,284,385,2958.228767123288
3430,2011-08-12 20:00:00,Fall,0.0,1.0,Clear,29.52,42.0,15.0013,77,210,287,2227.228767123288
3431,2011-08-12 21:00:00,Fall,0.0,1.0,Clear,,,,73,153,226,1913.3287671232877
3432,2011-08-12 22:00:00,Fall,0.0,1.0,Clear,27.88,51.0,,74,157,231,1947.7287671232878
3433,2011-08-12 23:00:00,Fall,,1.0,Clear,27.88,,0.0,51,100,151,1307.0287671232877
3434,2011-08-13 00:00:00,Fall,0.0,0.0,Clear,,51.0,,15,69,84,554.5287671232877
3435,2011-08-13 01:00:00,Fall,0.0,0.0,Mist,27.88,57.0,6.0032,13,64,77,498.6287671232877
3436,2011-08-13 02:00:00,Fall,0.0,0.0,,27.88,57.0,0.0,16,58,74,524.4287671232877
3437,2011-08-13 03:00:00,Fall,0.0,0.0,Clear,27.06,65.0,8.9981,9,18,27,232.02876712328765
3438,2011-08-13 04:00:00,Fall,0.0,0.0,Mist,26.24,,,5,5,10,107.32876712328768
3439,2011-08-13 05:00:00,Fall,0.0,0.0,Clear,26.24,73.0,,3,15,18,115.92876712328767
3440,2011-08-13 06:00:00,Fall,0.0,0.0,Clear,26.24,,6.0032,3,19,22,133.12876712328767
3441,2011-08-13 07:00:00,Fall,0.0,0.0,,27.06,,12.998,10,34,44,318.02876712328765
3442,2011-08-13 08:00:00,Fall,0.0,0.0,Mist,28.7,65.0,11.0014,28,90,118,868.4287671232877
3443,2011-08-13 09:00:00,Fall,0.0,0.0,Mist,28.7,,,70,138,208,1797.2287671232878
3444,2011-08-13 10:00:00,Fall,0.0,0.0,,29.52,74.0,,97,163,260,2369.128767123288
3445,2011-08-13 11:00:00,Fall,0.0,0.0,Mist,30.34,70.0,,122,192,314,2923.828767123288
3446,2011-08-13 12:00:00,Fall,0.0,0.0,Mist,27.06,89.0,11.0014,175,246,421,4067.628767123288
3447,2011-08-13 13:00:00,Fall,0.0,0.0,,30.34,74.0,22.0028,61,92,153,1444.6287671232876
3448,2011-08-13 14:00:00,Fall,0.0,0.0,Clear,30.34,70.0,16.9979,113,146,259,2571.228767123288
3449,2011-08-13 15:00:00,Fall,0.0,0.0,Rainy,,,23.9994,150,208,358,3474.228767123288
3450,2011-08-13 16:00:00,Fall,0.0,0.0,Mist,,74.0,19.0012,148,133,281,3117.328767123288
3451,2011-08-13 17:00:00,Fall,0.0,0.0,Mist,29.52,74.0,16.9979,97,172,269,2407.828767123288
3452,2011-08-13 18:00:00,Fall,0.0,0.0,Clear,28.7,,,123,169,292,2842.128767123288
3453,2011-08-13 19:00:00,Fall,0.0,0.0,Mist,27.88,79.0,19.0012,67,170,237,1883.2287671232878
3454,2011-08-13 20:00:00,Fall,0.0,0.0,Mist,,,15.0013,78,105,183,1792.9287671232876
3455,2011-08-13 21:00:00,Fall,0.0,0.0,Mist,,83.0,26.0027,40,127,167,1233.9287671232876
3456,2011-08-13 22:00:00,Fall,0.0,0.0,Mist,27.88,83.0,,36,118,154,1126.4287671232876
3457,2011-08-13 23:00:00,Fall,0.0,0.0,Mist,27.06,83.0,22.0028,25,95,120,838.3287671232877
3458,2011-08-14 00:00:00,Fall,0.0,,Rainy,27.06,83.0,19.9995,19,71,90,631.9287671232877
3459,2011-08-14 01:00:00,Fall,,,Rainy,26.24,,15.0013,16,57,73,520.1287671232876
3460,2011-08-14 02:00:00,Fall,0.0,0.0,Rainy,26.24,89.0,15.0013,13,49,62,434.1287671232877
3461,2011-08-14 03:00:00,Fall,0.0,0.0,Mist,26.24,,16.9979,5,22,27,180.42876712328766
3462,2011-08-14 04:00:00,Fall,0.0,0.0,Rainy,26.24,94.0,12.998,1,2,3,25.628767123287673
3463,2011-08-14 05:00:00,Fall,0.0,0.0,Mist,26.24,,,1,9,10,55.72876712328767
3464,2011-08-14 06:00:00,Fall,0.0,0.0,Mist,26.24,,7.0015,2,4,6,51.42876712328767
3465,2011-08-14 07:00:00,Fall,0.0,0.0,Mist,27.06,89.0,12.998,4,20,24,154.62876712328767
3466,2011-08-14 08:00:00,Fall,0.0,0.0,Mist,,89.0,19.0012,20,21,41,434.1287671232877
3467,2011-08-14 09:00:00,Fall,0.0,,Rainy,,89.0,19.0012,27,76,103,791.0287671232877
3468,2011-08-14 10:00:00,Fall,,0.0,Clear,28.7,,15.0013,67,116,183,1651.0287671232877
3469,2011-08-14 11:00:00,Fall,0.0,0.0,Clear,28.7,,,81,117,198,1896.1287671232876
3470,2011-08-14 12:00:00,Fall,0.0,,Mist,28.7,79.0,,98,183,281,2472.328767123288
3471,2011-08-14 13:00:00,Fall,0.0,0.0,Clear,29.52,,,144,233,377,3478.5287671232877
3472,2011-08-14 14:00:00,Fall,0.0,0.0,Clear,30.34,70.0,12.998,126,244,370,3216.228767123288
3473,2011-08-14 15:00:00,Fall,0.0,0.0,Clear,30.34,66.0,,128,203,331,3074.328767123288
3474,2011-08-14 16:00:00,Fall,0.0,0.0,,30.34,66.0,11.0014,116,176,292,2751.828767123288
3475,2011-08-14 17:00:00,Fall,0.0,0.0,Clear,31.16,62.0,8.9981,133,196,329,3130.228767123288
3476,2011-08-14 18:00:00,Fall,0.0,0.0,Clear,30.34,66.0,,125,222,347,3104.428767123288
3477,2011-08-14 19:00:00,Fall,0.0,0.0,Clear,29.52,,15.0013,75,184,259,2081.0287671232877
3478,2011-08-14 20:00:00,Fall,0.0,0.0,Clear,,84.0,11.0014,67,126,193,1694.0287671232877
3479,2011-08-14 21:00:00,Fall,0.0,0.0,,24.6,,,51,104,155,1324.2287671232878
3480,2011-08-14 22:00:00,Fall,0.0,0.0,Rainy,24.6,,,14,25,39,348.1287671232877
3481,2011-08-14 23:00:00,Fall,0.0,0.0,Rainy,24.6,83.0,0.0,5,22,27,180.42876712328766
3482,2011-08-15 00:00:00,Fall,0.0,1.0,,24.6,88.0,6.0032,7,18,25,197.62876712328767
3483,2011-08-15 01:00:00,Fall,0.0,1.0,Mist,24.6,88.0,8.9981,1,9,10,55.72876712328767
3484,2011-08-15 02:00:00,Fall,0.0,,Mist,24.6,83.0,0.0,0,3,3,12.728767123287671
3485,2011-08-15 03:00:00,Fall,0.0,1.0,Clear,24.6,83.0,12.998,1,6,7,42.82876712328767
3486,2011-08-15 04:00:00,Fall,0.0,1.0,Clear,24.6,83.0,8.9981,1,4,5,34.22876712328767
3487,2011-08-15 05:00:00,,0.0,1.0,Mist,24.6,,12.998,3,14,17,111.62876712328767
3488,2011-08-15 06:00:00,Fall,0.0,1.0,Clear,24.6,88.0,16.9979,3,87,90,425.52876712328765
3489,2011-08-15 07:00:00,Fall,,,Clear,24.6,88.0,,10,248,258,1238.2287671232878
3490,2011-08-15 08:00:00,Fall,0.0,1.0,Clear,26.24,78.0,,29,326,355,1900.4287671232876
3491,2011-08-15 09:00:00,Fall,0.0,1.0,Clear,26.24,,22.0028,52,170,222,1625.2287671232878
3492,2011-08-15 10:00:00,Fall,0.0,1.0,Clear,27.88,,19.0012,54,87,141,1302.7287671232878
3493,2011-08-15 11:00:00,Fall,0.0,1.0,Mist,29.52,62.0,,41,112,153,1186.6287671232876
3494,2011-08-15 12:00:00,Fall,0.0,1.0,,30.34,58.0,19.0012,62,116,178,1565.0287671232877
3495,2011-08-15 13:00:00,,0.0,,Clear,31.98,,19.0012,53,140,193,1513.4287671232876
3496,2011-08-15 14:00:00,Fall,0.0,1.0,Clear,,55.0,6.0032,56,95,151,1371.5287671232877
3497,2011-08-15 15:00:00,Fall,0.0,1.0,Rainy,,,19.9995,49,133,182,1414.5287671232877
3498,2011-08-15 16:00:00,Fall,0.0,1.0,Clear,30.34,55.0,22.0028,58,225,283,1964.9287671232876
3499,2011-08-15 17:00:00,Fall,0.0,1.0,Clear,,51.0,,59,471,530,3039.928767123288
3500,2011-08-15 18:00:00,Fall,0.0,1.0,Clear,,65.0,12.998,70,413,483,2979.728767123288
3501,2011-08-15 19:00:00,Fall,,1.0,Clear,28.7,,,54,343,397,2403.5287671232877
3502,2011-08-15 20:00:00,Fall,0.0,1.0,Clear,27.06,,,45,240,285,1805.8287671232877
3503,2011-08-15 21:00:00,Fall,0.0,1.0,Clear,27.06,65.0,12.998,34,150,184,1229.6287671232876
3504,2011-08-15 22:00:00,Fall,0.0,1.0,Clear,27.06,69.0,,22,76,98,705.0287671232877
3505,2011-08-15 23:00:00,Fall,0.0,1.0,Clear,26.24,,,11,77,88,520.1287671232876
3506,2011-08-16 00:00:00,Fall,0.0,1.0,Clear,,69.0,,8,23,31,236.32876712328766
3507,2011-08-16 01:00:00,Fall,0.0,1.0,Clear,26.24,69.0,,4,12,16,120.22876712328768
3508,2011-08-16 02:00:00,Fall,0.0,1.0,Clear,25.42,73.0,,1,3,4,29.928767123287674
3509,2011-08-16 03:00:00,Fall,0.0,1.0,,25.42,73.0,,1,5,6,38.52876712328767
3510,2011-08-16 04:00:00,,0.0,1.0,Clear,26.24,69.0,19.9995,0,5,5,21.328767123287673
3511,2011-08-16 05:00:00,Fall,0.0,1.0,Clear,,73.0,19.0012,1,29,30,141.72876712328767
3512,2011-08-16 06:00:00,Fall,0.0,1.0,Clear,,,22.0028,4,115,119,563.1287671232876
3513,2011-08-16 07:00:00,Fall,,,Clear,,69.0,16.9979,18,328,346,1719.8287671232877
3514,2011-08-16 08:00:00,Fall,0.0,1.0,Clear,28.7,,,24,417,441,2205.728767123288
3515,2011-08-16 09:00:00,Fall,,,Clear,27.88,61.0,,27,171,198,1199.5287671232877
3516,2011-08-16 10:00:00,Fall,0.0,1.0,Clear,28.7,,,28,83,111,838.3287671232877
3517,2011-08-16 11:00:00,Fall,0.0,1.0,Clear,30.34,,,40,110,150,1160.8287671232877
3518,2011-08-16 12:00:00,Fall,0.0,1.0,,31.16,,22.0028,42,120,162,1238.2287671232878
3519,2011-08-16 13:00:00,Fall,0.0,1.0,Clear,31.16,,19.9995,45,147,192,1405.9287671232876
3520,2011-08-16 14:00:00,Fall,0.0,1.0,Clear,31.16,45.0,27.9993,65,117,182,1620.9287671232876
3521,2011-08-16 15:00:00,Fall,0.0,1.0,,32.8,41.0,19.9995,36,123,159,1147.9287671232876
3522,2011-08-16 16:00:00,Fall,0.0,1.0,,32.8,41.0,15.0013,55,248,303,2012.2287671232878
3523,2011-08-16 17:00:00,Fall,0.0,1.0,Clear,31.16,,,75,525,600,3547.328767123288
3524,2011-08-16 18:00:00,Fall,0.0,1.0,Clear,31.16,45.0,,54,516,570,3147.428767123288
3525,2011-08-16 19:00:00,Fall,0.0,1.0,Clear,,48.0,,56,320,376,2339.0287671232877
3526,2011-08-16 20:00:00,Fall,0.0,,Clear,30.34,51.0,0.0,48,232,280,1823.0287671232877
3527,2011-08-16 21:00:00,Fall,0.0,1.0,,,54.0,0.0,38,177,215,1414.5287671232877
3528,2011-08-16 22:00:00,Fall,0.0,1.0,Clear,,61.0,0.0,31,121,152,1053.3287671232877
3529,2011-08-16 23:00:00,Fall,0.0,1.0,Clear,27.06,65.0,8.9981,20,57,77,588.9287671232877
3530,2011-08-17 00:00:00,Fall,0.0,1.0,Clear,27.06,69.0,6.0032,8,16,24,206.22876712328767
3531,2011-08-17 01:00:00,Fall,0.0,1.0,,,,,2,12,14,85.82876712328768
3532,2011-08-17 02:00:00,Fall,0.0,1.0,,27.06,69.0,0.0,0,6,6,25.628767123287673
3533,2011-08-17 03:00:00,Fall,0.0,1.0,,26.24,78.0,,1,4,5,34.22876712328767
3534,2011-08-17 04:00:00,Fall,0.0,1.0,Clear,26.24,73.0,,0,5,5,21.328767123287673
3535,2011-08-17 05:00:00,Fall,0.0,1.0,Clear,26.24,73.0,,0,28,28,120.22876712328768
3536,2011-08-17 06:00:00,Fall,0.0,1.0,Clear,25.42,78.0,,4,101,105,502.9287671232877
3537,2011-08-17 07:00:00,Fall,0.0,1.0,Clear,27.06,65.0,6.0032,12,296,308,1479.0287671232877
3538,2011-08-17 08:00:00,Fall,0.0,1.0,Clear,28.7,,11.0014,35,452,487,2545.428767123288
3539,2011-08-17 09:00:00,Fall,0.0,1.0,Clear,30.34,48.0,6.0032,31,178,209,1298.4287671232876
3540,2011-08-17 10:00:00,Fall,0.0,1.0,,31.16,43.0,6.0032,27,91,118,855.5287671232877
3541,2011-08-17 11:00:00,Fall,0.0,1.0,Clear,,43.0,7.0015,20,108,128,808.2287671232876
3542,2011-08-17 12:00:00,Fall,0.0,,Clear,32.8,,,26,163,189,1147.9287671232876
3543,2011-08-17 13:00:00,Fall,0.0,1.0,Clear,32.8,,12.998,38,138,176,1246.8287671232877
3544,2011-08-17 14:00:00,Fall,0.0,1.0,Clear,33.62,36.0,11.0014,54,138,192,1522.0287671232877
3545,2011-08-17 15:00:00,Fall,0.0,1.0,Clear,,43.0,,42,117,159,1225.3287671232877
3546,2011-08-17 16:00:00,Fall,0.0,1.0,Clear,33.62,,,62,238,300,2089.628767123288
3547,2011-08-17 17:00:00,Fall,0.0,1.0,Clear,,,15.0013,46,506,552,2966.828767123288
3548,2011-08-17 18:00:00,Fall,0.0,,Clear,31.16,,,86,470,556,3500.0287671232877
3549,2011-08-17 19:00:00,Fall,0.0,,Clear,31.16,,15.0013,50,297,347,2136.928767123288
3550,2011-08-17 20:00:00,Fall,0.0,1.0,Clear,30.34,,,37,243,280,1681.1287671232876
3551,2011-08-17 21:00:00,Fall,0.0,1.0,Clear,29.52,,,38,192,230,1479.0287671232877
3552,2011-08-17 22:00:00,Fall,0.0,1.0,,28.7,65.0,12.998,29,142,171,1109.2287671232878
3553,2011-08-17 23:00:00,Fall,0.0,1.0,Clear,28.7,,,20,85,105,709.3287671232877
3554,2011-08-18 00:00:00,Fall,0.0,1.0,,27.88,65.0,,18,38,56,472.82876712328766
3555,2011-08-18 01:00:00,Fall,0.0,1.0,Mist,,65.0,11.0014,13,11,24,270.72876712328764
3556,2011-08-18 02:00:00,Fall,0.0,1.0,Clear,27.06,65.0,15.0013,2,4,6,51.42876712328767
3557,2011-08-18 03:00:00,Fall,0.0,1.0,Clear,27.06,,,0,6,6,25.628767123287673
3558,2011-08-18 04:00:00,Fall,0.0,1.0,Clear,26.24,73.0,,0,9,9,38.52876712328767
3559,2011-08-18 05:00:00,Fall,0.0,1.0,Clear,26.24,78.0,19.0012,0,27,27,115.92876712328767
3560,2011-08-18 06:00:00,Fall,0.0,1.0,,26.24,,16.9979,6,97,103,520.1287671232876
3561,2011-08-18 07:00:00,Fall,0.0,1.0,Clear,26.24,,19.9995,19,289,308,1569.3287671232877
3562,2011-08-18 08:00:00,Fall,0.0,1.0,,27.06,74.0,,27,393,420,2154.128767123288
3563,2011-08-18 09:00:00,Fall,0.0,1.0,,29.52,66.0,16.9979,42,186,228,1522.0287671232877
3564,2011-08-18 10:00:00,Fall,0.0,1.0,Clear,30.34,66.0,16.9979,37,92,129,1031.8287671232877
3565,2011-08-18 11:00:00,Fall,0.0,1.0,,31.16,,,44,97,141,1173.7287671232878
3566,2011-08-18 12:00:00,Fall,0.0,,Clear,32.8,52.0,19.0012,34,139,173,1182.3287671232877
3567,2011-08-18 13:00:00,Fall,0.0,1.0,Clear,32.8,52.0,23.9994,33,154,187,1229.6287671232876
3568,2011-08-18 14:00:00,Fall,0.0,1.0,Clear,33.62,46.0,,67,115,182,1646.7287671232878
3569,2011-08-18 15:00:00,Fall,0.0,1.0,,32.8,46.0,,56,118,174,1470.4287671232876
3570,2011-08-18 16:00:00,Fall,0.0,1.0,Clear,32.8,46.0,,49,196,245,1685.4287671232876
3571,2011-08-18 17:00:00,Fall,0.0,1.0,Rainy,32.8,46.0,,44,365,409,2326.128767123288
3572,2011-08-18 18:00:00,Fall,0.0,,,31.16,,16.9979,48,226,274,1797.2287671232878
3573,2011-08-18 19:00:00,Fall,0.0,1.0,Clear,,83.0,7.0015,26,115,141,941.5287671232877
3574,2011-08-18 20:00:00,Fall,0.0,1.0,Clear,27.06,83.0,7.0015,24,141,165,1018.9287671232877
3575,2011-08-18 21:00:00,Fall,0.0,1.0,Mist,27.88,79.0,0.0,12,137,149,795.3287671232877
3576,2011-08-18 22:00:00,Fall,0.0,1.0,Mist,28.7,74.0,,18,117,135,812.5287671232877
3577,2011-08-18 23:00:00,Fall,0.0,1.0,Mist,28.7,74.0,,20,94,114,748.0287671232877
3578,2011-08-19 00:00:00,Fall,0.0,1.0,Rainy,27.88,,12.998,9,53,62,382.52876712328765
3579,2011-08-19 01:00:00,Fall,0.0,1.0,Rainy,,89.0,,1,19,20,98.72876712328768
3580,2011-08-19 02:00:00,Fall,0.0,1.0,Rainy,26.24,83.0,0.0,0,8,8,34.22876712328767
3581,2011-08-19 03:00:00,Fall,0.0,1.0,Clear,26.24,,0.0,2,1,3,38.52876712328767
3582,2011-08-19 04:00:00,Fall,0.0,,,26.24,83.0,0.0,1,7,8,47.128767123287666
3583,2011-08-19 05:00:00,Fall,0.0,,,26.24,,0.0,1,16,17,85.82876712328768
3584,2011-08-19 06:00:00,Fall,0.0,1.0,Clear,,83.0,0.0,2,91,93,425.52876712328765
3585,2011-08-19 07:00:00,Fall,0.0,1.0,Mist,,83.0,6.0032,12,251,263,1285.5287671232877
3586,2011-08-19 08:00:00,Fall,0.0,1.0,,27.06,,,30,368,398,2098.228767123288
3587,2011-08-19 09:00:00,,0.0,1.0,Clear,28.7,,8.9981,31,187,218,1337.1287671232876
3588,2011-08-19 10:00:00,Fall,,1.0,Clear,,62.0,6.0032,57,108,165,1444.6287671232876
3589,2011-08-19 11:00:00,Fall,,1.0,Mist,29.52,66.0,,45,120,165,1289.8287671232877
3590,2011-08-19 12:00:00,Fall,,1.0,Mist,,62.0,,54,168,222,1651.0287671232877
3591,2011-08-19 13:00:00,Fall,0.0,1.0,Mist,31.16,62.0,,63,169,232,1810.1287671232876
3592,2011-08-19 14:00:00,Fall,0.0,1.0,,31.98,55.0,12.998,78,142,220,1952.0287671232877
3593,2011-08-19 15:00:00,Fall,0.0,1.0,,32.8,49.0,7.0015,66,156,222,1805.8287671232877
3594,2011-08-19 16:00:00,Fall,0.0,1.0,Clear,32.8,,0.0,66,261,327,2257.328767123288
3595,2011-08-19 17:00:00,Fall,0.0,1.0,Clear,31.16,58.0,,85,442,527,3362.428767123288
3596,2011-08-19 18:00:00,Fall,0.0,1.0,Clear,31.16,58.0,,88,337,425,2962.5287671232877
3597,2011-08-19 19:00:00,Fall,0.0,1.0,Rainy,25.42,73.0,31.0009,33,132,165,1135.0287671232877
3598,2011-08-19 20:00:00,Fall,0.0,1.0,Rainy,25.42,,,12,46,58,404.02876712328765
3599,2011-08-19 21:00:00,Fall,0.0,1.0,Clear,25.42,83.0,8.9981,18,89,107,692.1287671232876
3600,2011-08-19 22:00:00,Fall,0.0,1.0,,24.6,88.0,8.9981,25,97,122,846.9287671232877
3601,2011-08-19 23:00:00,Fall,0.0,1.0,Mist,24.6,88.0,6.0032,18,88,106,687.8287671232877
3602,2011-09-01 00:00:00,Fall,0.0,1.0,Clear,24.6,,,18,33,51,451.32876712328766
3603,2011-09-01 01:00:00,Fall,0.0,1.0,Clear,24.6,,,7,14,21,180.42876712328766
3604,2011-09-01 02:00:00,Fall,0.0,1.0,,23.78,78.0,6.0032,14,11,25,287.9287671232877
3605,2011-09-01 03:00:00,Fall,0.0,1.0,,23.78,78.0,6.0032,7,7,14,150.32876712328766
3606,2011-09-01 04:00:00,Fall,0.0,1.0,Clear,22.96,,6.0032,0,7,7,29.928767123287674
3607,2011-09-01 05:00:00,Fall,0.0,1.0,Clear,,73.0,,1,22,23,111.62876712328767
3608,2011-09-01 06:00:00,Fall,0.0,,Clear,24.6,78.0,,2,103,105,477.1287671232877
3609,2011-09-01 07:00:00,Fall,0.0,1.0,Clear,,,0.0,7,335,342,1560.7287671232878
3610,2011-09-01 08:00:00,Fall,0.0,1.0,Clear,25.42,,8.9981,31,467,498,2541.128767123288
3611,2011-09-01 09:00:00,Fall,0.0,1.0,Clear,26.24,69.0,,29,178,207,1264.0287671232877
3612,2011-09-01 10:00:00,Fall,0.0,1.0,Clear,27.88,,8.9981,46,92,138,1186.6287671232876
3613,2011-09-01 11:00:00,Fall,,,Clear,,,,51,141,192,1483.3287671232877
3614,2011-09-01 12:00:00,Fall,0.0,1.0,Mist,29.52,,8.9981,64,165,229,1810.1287671232876
3615,2011-09-01 13:00:00,Fall,0.0,1.0,,29.52,,6.0032,50,169,219,1586.5287671232877
3616,2011-09-01 14:00:00,Fall,0.0,1.0,Rainy,29.52,,16.9979,54,144,198,1547.8287671232877
3617,2011-09-01 15:00:00,Fall,0.0,,Clear,29.52,51.0,8.9981,39,135,174,1251.1287671232876
3618,2011-09-01 16:00:00,Fall,0.0,1.0,Clear,30.34,,12.998,55,253,308,2033.7287671232878
3619,2011-09-01 17:00:00,Fall,0.0,1.0,Clear,,,16.9979,61,567,628,3487.128767123288
3620,2011-09-01 18:00:00,Fall,0.0,,Clear,29.52,54.0,,69,462,531,3173.228767123288
3621,2011-09-01 19:00:00,Fall,0.0,1.0,Clear,,58.0,11.0014,79,364,443,2923.828767123288
3622,2011-09-01 20:00:00,Fall,0.0,1.0,,27.06,,,33,247,280,1629.5287671232877
3623,2011-09-01 21:00:00,Fall,0.0,1.0,Mist,27.06,57.0,,17,160,177,980.2287671232876
3624,2011-09-01 22:00:00,Fall,0.0,1.0,Mist,,57.0,,34,145,179,1208.1287671232876
3625,2011-09-01 23:00:00,,0.0,1.0,Clear,,65.0,16.9979,15,111,126,735.1287671232876
3626,2011-09-02 00:00:00,Fall,0.0,1.0,Clear,,65.0,12.998,6,58,64,352.4287671232877
3627,2011-09-02 01:00:00,Fall,0.0,1.0,Rainy,25.42,,7.0015,4,28,32,189.02876712328765
3628,2011-09-02 02:00:00,,0.0,,,,73.0,,9,11,20,201.92876712328766
3629,2011-09-02 03:00:00,Fall,0.0,1.0,Mist,24.6,,,4,4,8,85.82876712328768
3630,2011-09-02 04:00:00,Fall,0.0,1.0,Clear,24.6,83.0,6.0032,2,2,4,42.82876712328767
3631,2011-09-02 05:00:00,Fall,0.0,,Mist,,,,0,20,20,85.82876712328768
3632,2011-09-02 06:00:00,Fall,0.0,1.0,Clear,24.6,83.0,,3,73,76,365.32876712328766
3633,2011-09-02 07:00:00,Fall,0.0,1.0,,24.6,83.0,7.0015,6,253,259,1190.9287671232876
3634,2011-09-02 08:00:00,Fall,,1.0,Clear,25.42,,,22,434,456,2244.428767123288
3635,2011-09-02 09:00:00,Fall,0.0,1.0,Mist,,83.0,7.0015,30,190,220,1332.8287671232877
3636,2011-09-02 10:00:00,Fall,0.0,1.0,Mist,26.24,,11.0014,34,106,140,1040.4287671232876
3637,2011-09-02 11:00:00,Fall,0.0,,Mist,27.06,,,51,141,192,1483.3287671232877
3638,2011-09-02 12:00:00,Fall,0.0,1.0,Mist,27.06,69.0,15.0013,82,178,260,2175.628767123288
3639,2011-09-02 13:00:00,Fall,0.0,,,27.88,,,72,207,279,2128.328767123288
3640,2011-09-02 14:00:00,Fall,0.0,1.0,Mist,28.7,,7.0015,75,208,283,2184.228767123288
3641,2011-09-02 15:00:00,Fall,0.0,1.0,Mist,,61.0,,69,277,346,2377.728767123288
3642,2011-09-02 16:00:00,Fall,0.0,1.0,Mist,28.7,61.0,,82,299,381,2695.928767123288
3643,2011-09-02 17:00:00,Fall,0.0,1.0,Mist,,,11.0014,78,377,455,2962.5287671232877
3644,2011-09-02 18:00:00,Fall,0.0,,,27.88,65.0,,50,305,355,2171.328767123288
3645,2011-09-02 19:00:00,Fall,0.0,1.0,Clear,27.06,69.0,8.9981,67,220,287,2098.228767123288
3646,2011-09-02 20:00:00,Fall,0.0,,Clear,,73.0,0.0,38,158,196,1332.8287671232877
3647,2011-09-02 21:00:00,Fall,0.0,1.0,Mist,26.24,73.0,,28,121,149,1001.7287671232876
